"Institutions","Links","Quantity of digitized items","IIIF","Copyright","Free Cultural Works license","Country","City","lat","lng","Additional data","Post",""
"Indiana University, The Lilly Library","https://search.digital-scriptorium.org/?f%5Binstitution_facet%5D%5B%5D=Indiana+University%2C+Bloomington Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","yes","Unknown","no","United States of America","Bloomington","39.167894","-86.518975","Explore","No post available","0"
"Mediatheque du Grand Troyes - Jacques-Chirac de Troyes Champagne Métropole","https://portail.mediatheque-jacques-chirac.fr/iguana/www.main.cls?v=367eb30b-e49d-4306-a94b-a073d1477b15 Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","yes","CC BY-NC","no","France","Troyes","48.301431","4.072377","Explore","No post available","0"
"Narodni knihovna Ceske republiky","https://www.manuscriptorium.com/en/node/868 Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","Czech Republic","Prague","50.06116","14.530722","Explore","No post available","0"
"Stedelijk Museum Zwolle","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=zwolle+sm&author=Type+in+query...+%28autocompleted%29&tit Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Netherlands","Zwolle","52.513022","6.090564","Explore","No post available","0"
"Real Biblioteca","https://realbiblioteca.es/ Digitized manuscripts","Unknown","no","Unknown","no","Spain","Madrid","40.417955","-3.714312","Explore","No post available","0"
"The Art Institute of Chicago","http://www.artic.edu/aic/collections/artwork-search/results/manuscripts Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Chicago","41.879584","-87.623713","Explore","No post available","0"
"Biblioteca Comunale degli Intronati","https://www.loc.gov/search/?fa=partof:municipal+library+intronati Digitized manuscripts","Unknown","no","Unknown","no","Italy","Siena","43.320561","11.329473","Explore","No post available","0"
"Universitätsbibliothek Augsburg","http://digital.bib-bvb.de/collections/UBA/#/collection/DTL-2015 Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Augsburg","48.334369","10.895214","Explore","No post available","0"
"Bibliothek Mecklenburg-Vorpommern","http://ub-goobi-pr2.ub.uni-greifswald.de/viewer/ Digitized manuscripts","Unknown","no","Unknown","no","Germany","Schwerin","53.61595","11.41473","Explore","No post available","0"
"The Stair Society","http://www.stairsociety.org/resources/manuscripts Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Scotland","Dirleton","56.047894","-2.781698","Explore","No post available","0"
"Benjamin Iveagh Library","http://www.isos.dias.ie/libraries/Farmleigh/english/index.html?ref= Digitized manuscripts","Unknown","no","Unknown","no","Ireland","Farmleigh","53.365148","-6.359809","Explore","No post available","0"
"Universiteitsbibliotheek Nijmegen / Radboud Universiteit (they have no own website with digitized mss)","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=nijmegen+ub&author=Type+in+query...+%28autocompleted%29&t Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Netherlands","Nijmegen","51.819972","5.865495","Explore","No post available","0"
"Stadsarchief","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=breda+&author=Type+in+query...+%28autocompleted%29&title= Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Netherlands","Breda","51.584703","4.780068","Explore","No post available","0"
"Musée historique de Vevey","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Vevey%2C+Mus%C3%A9e+historique+de+Vevey Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Vevey","46.458069","6.849023","Explore","No post available","0"
"Bibliotheque Municipale","http://patrimoine.bm-dijon.fr/pleade/subset.html?name=sub-citeaux Digitized manuscripts","Unknown","no","Unknown","no","France","Citeaux","47.321947","5.041563","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Autun&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Autun","46.950914","4.301565","Explore","No post available","0"
"Temple University Libraries, Special Collections Research Center","https://bibliophilly.library.upenn.edu/?keyword=Temple+University+Libraries,+Special+Collections+Research+Center Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","39.98223","-75.15523","Explore","No post available","0"
"Chesa Planta Samedan","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Samedan%2C+Chesa+Planta+Samedan Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Samedan","46.534494","9.8715","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Reims&newSearch=1 Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","France","Reims","49.258269","4.031696","Explore","No post available","0"
"Brabants Historisch Informatie Centrum (BHIC)","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=hertogenbosch+bhic&author=Type+in+query...+%28autocomplet Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Netherlands","s-Hertogenbosch","51.694858","5.302437","Explore","No post available","0"
"Stadtbibliothek","https://www.e-codices.unifr.ch/en/list/zos Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Zofingen","47.289202","7.946039","Explore","No post available","0"
"Archives Departementales de la Meuse","http://archives.meuse.fr/?id=recherche_simple_detail&doc=accounts%2Fmnesys_ad55%2Fdatas%2Fir%2FManuscrits%20anciens%2FFRAD055000002.xml Digitized manuscripts","Unknown","no","Unknown","no","France","Saint-Mihiel","48.888238","5.543405","Explore","No post available","0"
"Sachsische Landesbibliothek – Staats- und Universitätsbibliothek Dresden (SLUB)","https://digital.slub-dresden.de/kollektionen Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","Germany","Dresden","51.028563","13.736838","Explore","No post available","0"
"Croatian State Archives","http://arhinet.arhiv.hr/details.aspx?ItemId=1_4793 Digitized manuscripts","Unknown","no","Unknown","no","Croatia","Zagreb","45.806315","15.97015","Explore","No post available","0"
"Benediktinerkollegium","https://www.e-codices.unifr.ch/en/list/bks Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Sarnen","46.891228","8.24542","Explore","No post available","0"
"Staatsbibliothek zu Berlin - Preussischer Kulturbesitz","http://digital.staatsbibliothek-berlin.de/suche/?tx_goobit3_sbb_search%5bDC%5d%5b0%5d=handschriften&tx_goobit3_sbb_search%5bDC%5d%5b1%5d=handschriften&tx_goobit3_sbb_search%5border%5d=BYCREATOR&tx_goobit3_sbb_search%5breverse%5d=0 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Berlin","52.507474","13.370871","Explore","No post available","0"
"Archives municipales","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CASTELSARRASIN&TOUT=true Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Castelsarrasin","44.039783","1.107179","Explore","No post available","0"
"Pracht auf Pergament","https://www.bavarikon.de/search?collectionid=bav:BSB-CMS-0000000000001789&lang=de Digitized manuscripts","Unknown","no","Unknown","no","Germany","Munich","48.135125","11.581981","Explore","No post available","0"
"Herzog August Bibliothek","https://diglib.hab.de/?db=mss Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","Germany","Wolfenbuttel","52.164047","10.530299","Explore","No post available","0"
"Archivio Parrocchiale","https://www.e-codices.unifr.ch/en/list/tap/ Digitized manuscripts","Unknown","yes","Unknown","no","Italy","Torre","46.483333","8.95","Explore","No post available","0"
"Universitätsbibliothek","https://manuscripta.at/lib.php?libcode=AT4400 Digitized manuscripts","Unknown","no","Unknown","no","Austria","Klagenfurt","46.615995","14.26479","Explore","No post available","0"
"Bibliotheque municipale","http://bibliotheque-numerique.nimes.fr/fre/notices/104551-Collection-des-manuscrits---BM-N%EE-mes.html Digitized manuscripts","Unknown","no","Unknown","no","France","Nimes","43.838023","4.35503","Explore","No post available","0"
"Bibliotheca Sefarad","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Montreux%2C+Bibliotheca+Sefarad Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Montreux","46.431221","6.91068","Explore","No post available","0"
"Bibliotheque municipale de Grenoble","http://manuscrits-medievaux.bm-grenoble.fr/index.htm Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Grenoble","45.185442","5.730617","Explore","No post available","0"
"Schoenberg Collection","http://dla.library.upenn.edu/dla/medren/search.html?fq=collection_facet:%22Medieval%20%26%20Renaissance%20Manuscripts%22%20AND%20facsimile_facet:%22Yes%22%20AND%20collection_facet:%22Lawrence%20J.%20Schoenberg%20Collection%22 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","39.952576","-75.193576","Explore","No post available","0"
"Stiftsbibliothek","https://www.e-codices.unifr.ch/en/list/bke Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","yes","Unknown","no","Switzerland","Engelberg","46.819979","8.406987","Explore","No post available","0"
"Kungliga Biblioteket","http://www.kb.se/samlingarna/Handskrifter/Smakprov/ Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Sweden","Stockholm","59.338163","18.072134","Explore","No post available","0"
"Archivio Storico Diocesano di Modena-Nonantola","https://archiviodiocesano.mo.it/opere-digitalizzate Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Italy","Modena","44.646641","10.924396","Explore","No post available","0"
"Goethe-Universitat Frankfurt am Main Universitätsbibliothek","https://sammlungen.ub.uni-frankfurt.de/msma/nav/index/all Digitized manuscripts","More than half-thousand digitized manuscripts (between 500 and 1000)","no","Unknown","no","Germany","Frankfurt am Main","50.12052","8.653091","Explore","No post available","0"
"Bibliotheque de l'abbaye - Saint-Pierre -  Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=SOLESMES&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Solesmes","50.185436","3.497579","Explore","No post available","0"
"Biblioteca Nazionale Centrale di Firenze","https://teca.bncf.firenze.sbn.it/manos/browseF.jsp Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","CC BY-NC-SA 4.0","no","Italy","Florence","43.767081","11.262348","Explore","No post available","0"
"Biblioteca statale del Monumento nazionale di Montecassino","https://omnes.dbseret.com/montecassino/ Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","yes","Unknown","no","Italy","Cassino","41.49115","13.81457","Explore","No post available","0"
"Archives departementales du Tarn","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Archives+d%C3%A9partementales+du+Tarn&newSearch=1 Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","France","Albi","43.982521","1.743565","Explore","No post available","0"
"Chateau-Musee","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Ch%C3%A2teau-Mus%C3%A9e&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Saumur","47.256747","-0.072355","Explore","No post available","0"
"Victoria and Albert Museum","https://www.vam.ac.uk/collections/manuscripts Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","England","London","51.496639","-0.17218","Explore","No post available","0"
"Senshu University Library","http://www.senshu-u.ac.jp/libif/lib/gallery.html Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Japan","Tokyo","35.697369","139.75842","Explore","No post available","1"
"Regionaal Archief Alkmaar","http://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=alkmaar&author=Type+in+query...+%28autocompleted%29&title= Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Netherlands","Alkmaar","52.635901","4.737095","Explore","No post available","0"
"Biblioteca Digitale Ligure","https://bibliotecadigitale.regione.liguria.it/opacbdl/opac/bdl/index.jsp Digitized manuscripts","Unknown","no","Unknown","no","Italy","Genova","44.407325","8.932467","Explore","No post available","0"
"Biblioteca Central Universitara Cluj","https://documente.bcucluj.ro/manuscrise.html Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Romania","Cluj-Napoca","46.767016","23.584872","Explore","No post available","0"
"Museum Catharijneconvent: Collectie en Bibliotheek","http://adlib.catharijneconvent.nl/ Digitized manuscripts","Unknown","no","Unknown","no","Netherlands","Utrecht","52.087208","5.124153","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Bourges&newSearch=1 Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","France","Bourges","47.080981","2.398782","Explore","No post available","0"
"Narodni Muzeum","https://www.manuscriptorium.com/en Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Czech Republic","Prague","50.079951","14.431825","Explore","No post available","0"
"Bibliotheek Rotterdam","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=rotterdam+gb&author=Type+in+query...+%28autocompleted%29& Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Netherlands","Rotterdam","51.921231","4.48882","Explore","No post available","0"
"Provinzarchiv Schweizer Kapuziner Luzern","https://www.e-codices.unifr.ch/en/list/pal Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Luzern","47.061508","8.313333","Explore","No post available","0"
"The University of St Andrews","https://www.st-andrews.ac.uk/collections/ Digitized manuscripts","Unknown","no","Unknown","no","Scotland","St. Andrews","56.341971","-2.796074","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=PROVINS&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Provins","48.558387","3.298778","Explore","No post available","0"
"Archives Diocesaines / Bibliotheque Municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=CAMBRAI&TOUT=true Digitized manuscripts","Unknown","no","Unknown","no","France","Cambrai","50.170558","3.235556","Explore","No post available","0"
"Johannes Gutenberg Universität","https://gutenberg-capture.ub.uni-mainz.de/ubmzms Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Mainz","49.99264","8.241555","Explore","No post available","0"
"Columbia University, Barnard College Library","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=16&docsPerPage=30 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","United States of America","New York","40.809673","-73.962814","Explore","No post available","1"
"Archivio parrocchiale","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets%5bcollection_facet%5d%5b%5d=Quinto%2C+Archivio+parrocchiale Digitized manuscripts","Few ( < 10 digitized manuscripts)","yes","Unknown","no","Switzerland","Quinto","46.509963","8.692916","Explore","No post available","0"
"Bibliotheque de Libourne","http://www.manuscrits-medievaux.fr/resultats.aspx?fd=99 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Libourne","44.914537","-0.241447","Explore","No post available","0"
"Biblioteca Medicea Laurenziana","http://mss.bmlonline.it Digitized manuscripts","Unknown","no","Unknown","no","Italy","Florence","43.774181","11.254802","Explore","No post available","0"
"Biblioteca de la Real Academia de la Historia","https://bibliotecadigital.rah.es/es/consulta/resultados_navegacion.do?cadena_busqueda=SEC%3A+5094&descrip_busqueda=Manuscritos&idTema=5094&idRoot=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Spain","Madrid","40.413475","-3.698988","Explore","No post available","0"
"Balliol College Special Collections","https://www.flickr.com/photos/balliolarchivist/collections/72157625091983501/ Digitized manuscripts","Many (Between 50 and 100 digitized manuscripts)","no","Unknown","no","England","Oxford","51.756366","-1.247796","Explore","No post available","0"
"La Trobe University Library","https://www.lib.latrobe.edu.au/MMDB/localmss.htm Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Australia","Bundoora","-37.72165","145.046581","Explore","No post available","0"
"Polonsky Project","http://bav.bodleian.ox.ac.uk/browse Digitized manuscripts","Unknown","no","Unknown","no","England","Oxford","51.75437","-1.25514","Explore","No post available","0"
"Universitätsbibliothek Würzburg","http://vb.uni-wuerzburg.de/ub/handschriften.html Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","Germany","Wurzburg","49.782455","9.968649","Explore","No post available","0"
"Gemeinde Flawil","https://www.e-codices.unifr.ch/en/search/?iCurrentPage=1&sQueryString=&sSearchField=fullText&sSortField=score&aSelectedFacets[collection_facet][]=Flawil%2C+Gemeinde+Flawil Digitized manuscripts","Unknown","yes","Unknown","no","Switzerland","Flawil","47.413371","9.18703","Explore","No post available","0"
"Rauner Library - Dartmouth College Library","https://www.dartmouth.edu/library/rauner/westmss/westmss_search.html Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Hanover","43.705457","-72.288848","Explore","No post available","0"
"Openbare Bibliotheek Arnhem / Erfgoedcentrum Rozet","http://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=arnhem+ob&author=Type+in+query...+%28autocompleted%29&titl Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Netherlands","Arnhem","51.980616","5.904604","Explore","No post available","0"
"Queen Elizabeth II Library, Memorial University","https://collections.mun.ca/digital/collection/rarebooks Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Canada","St. John's","47.571727","-52.735035","Explore","No post available","0"
"University College London,  Medieval Manuscript Fragments Imaging Project","http://digital-collections.ucl.ac.uk/R/BR66NI23HY1JYFI7SE8UB9TLAJ7VJ95DHCAYPTTMXP9H2P4CGX-02542?func=collections&collection_id=3479&local_base=MSFRAG Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","England","London","51.524559","-0.13404","Explore","No post available","0"
"Benediktinerinnenkloster","https://www.philo.hhu.de/ Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Neuburg a.d.Donau","54.41812","13.43252","Explore","No post available","1"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=ABBEVILLE&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Abbeville","50.108528","1.834584","Explore","No post available","0"
"Bibliotheque Sainte-Genevieve","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Biblioth%C3%A8que+Sainte-Genevi%C3%A8ve&newSearch=1 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","France","Paris","48.848475","2.345826","Explore","No post available","0"
"Gemeentearchief Goes","https://www.mmdc.nl/static/site/search/?searchMode=advanced&recordId=null&selectedRecordId=null&maximumRecords=15&recordDisplayLevel=1&startRecord=1&showMap=1&freetextsearch=Type+in+query&shelfmark=goes&author=Type+in+query...+%28autocompleted%29&title=Ty Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Netherlands","Goes","51.49946","3.886012","Explore","No post available","0"
"Universitätsbibliothek Rostock","http://rosdok.uni-rostock.de/browse_histbest.action?searcher.classCollection=DigiHandschriften Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Germany","Rostock","54.075574","12.103569","Explore","No post available","0"
"Biblioteca Apostolica Vaticana","https://opac.vatlib.it/mss/search?f[]=g%3A1&sm=os&f[]=f%3Amss Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","Vatican","Vatican City","41.903038","12.454465","Explore","No post available","0"
"National University of Ireland","https://www.isos.dias.ie/master.html?https://www.isos.dias.ie/libraries/UCG/english/index.html?ref= Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","Ireland","Galway","53.279243","-9.058142","Explore","No post available","0"
"Free Library of Philadelphia, Rare Book Department","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=4&docsPerPage=30 Digitized manuscripts","Thousands (more than 1000 digitized manuscripts)","no","Unknown","no","United States of America","Philadelphia","39.949353","-75.173158","Explore","No post available","1"
"University of Texas at Austin, Harry Ransom Humanities Research Center","https://www.digital-scriptorium.org/xtf3/search?rmode=digscript&smode=bid&bid=37&docsPerPage=30 Digitized manuscripts","Hundreds (between 100 and 500 digitized manuscripts)","no","Unknown","no","United States of America","Austin","30.2843","-97.7412","Explore","No post available","1"
"Stadtarchiv","https://diglib.hab.de/?db=mss&list=collection&id=ed&settlement=Hildesheim&repository=Stadtarchiv Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","Germany","Hildesheim","52.1495987","9.9429872","Explore","No post available","0"
"Bibliotheque municipale","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?rechercheRapide=Saumur,+Biblioth%C3%A8que+municipale&newSearch=1 Digitized manuscripts","Few ( < 10 digitized manuscripts)","no","Unknown","no","France","Saumur","47.260184","-0.080893","Explore","No post available","0"
"Archives departementales de Tarn-et-Garonne","https://bvmm.irht.cnrs.fr/resultRecherche/resultRecherche.php?NOM_VILLE=MONTAUBAN&TOUT=true Digitized manuscripts","Some (between 10 and 50 digitized manuscripts)","no","Unknown","no","France","Montauban","44.022732","1.347637","Explore","No post available","0"
